restaurant_id,restaurant_name,city,cuisine_category,seats,year_opened,permit_status
R0025,Cameron Tavern,Holly Springs,Bakery,47,1988,Active
R0026,Hargett Chophouse,Apex,Italian,64,2023,Active
R0026,Hargett Chophouse,Apex,Vietnamese,64,2023,Active
R0027,Blount Supper Club,Fuquay-Varina,Southern,63,1976,Active
R0028,Salisbury Counter,Fuquay-Varina,Vegetarian Options,103,2006,Pending
R0028,Salisbury Counter,Fuquay-Varina,Catering,103,2006,Pending
R0028,Salisbury Counter,Fuquay-Varina,Sports Bar,103,2006,Pending
R0028,Salisbury Counter,Fuquay-Varina,Seafood,103,2006,Pending
R0028,Salisbury Counter,Fuquay-Varina,Mexican,103,2006,Pending
R0029,Umstead Bistro,Knightdale,Italian,61,1976,Active
R0030,Edenton Provisions,Durham,Southern,29,2008,Active
R0030,Edenton Provisions,Durham,Sports Bar,29,2008,Active
R0030,Edenton Provisions,Durham,Catering,29,2008,Active
R0030,Edenton Provisions,Durham,Coffee,29,2008,Active
R0031,Fayetteville Cafe,Apex,Pizza,89,2022,Active
R0031,Fayetteville Cafe,Apex,Late Night,89,2022,Active
R0031,Fayetteville Cafe,Apex,Vegan,89,2022,Active
R0031,Fayetteville Cafe,Apex,Halal,89,2022,Active
R0031,Fayetteville Cafe,Apex,Mexican,89,2022,Active
R0032,Glenwood Chophouse,Morrisville,Bakery,87,2008,Active
R0032,Glenwood Chophouse,Morrisville,Seafood,87,2008,Active
R0032,Glenwood Chophouse,Morrisville,Coffee,87,2008,Active
R0032,Glenwood Chophouse,Morrisville,Breakfast,87,2008,Active
R0033,Wilmington House,Wake Forest,Italian,14,2021,Active
R0033,Wilmington House,Wake Forest,Southern,14,2021,Active
R0033,Wilmington House,Wake Forest,Breakfast,14,2021,Active
R0033,Wilmington House,Wake Forest,BBQ,14,2021,Active
R0033,Wilmington House,Wake Forest,Bakery,14,2021,Active
R0033,Wilmington House,Wake Forest,Sports Bar,14,2021,Active
R0034,Boylan Noodle Bar,Holly Springs,Late Night,50,2002,Active
R0034,Boylan Noodle Bar,Holly Springs,Catering,50,2002,Active
R0034,Boylan Noodle Bar,Holly Springs,Seafood,50,2002,Active
R0034,Boylan Noodle Bar,Holly Springs,Halal,50,2002,Active
R0034,Boylan Noodle Bar,Holly Springs,Buffet,50,2002,Active
R0034,Boylan Noodle Bar,Holly Springs,Pizza,50,2002,Active
R0035,Hillsborough Canteen,Raleigh,Southern,157,1993,Active
R0035,Hillsborough Canteen,Raleigh,Seafood,157,1993,Active
R0035,Hillsborough Canteen,Raleigh,Mexican,157,1993,Active
R0035,Hillsborough Canteen,Raleigh,Breakfast,157,1993,Active
R0035,Hillsborough Canteen,Raleigh,Vegetarian Options,157,1993,Active
R0035,Hillsborough Canteen,Raleigh,Bakery,157,1993,Active
R0036,Bloodworth Room,Fuquay-Varina,Halal,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Buffet,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Southern,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Pizza,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Sports Bar,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Food Truck,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Mexican,73,2018,Active
R0036,Bloodworth Room,Fuquay-Varina,Breakfast,73,2018,Active
R0037,Hargett Bakery,Durham,Pizza,50,1994,Active
R0037,Hargett Bakery,Durham,Seafood,50,1994,Active
R0038,Blount Chophouse,Holly Springs,Food Truck,33,2021,Active
R0038,Blount Chophouse,Holly Springs,Vegetarian Options,33,2021,Active
R0038,Blount Chophouse,Holly Springs,Mexican,33,2021,Active
R0038,Blount Chophouse,Holly Springs,Halal,33,2021,Active
R0038,Blount Chophouse,Holly Springs,Sports Bar,33,2021,Active
R0038,Blount Chophouse,Holly Springs,Vietnamese,33,2021,Active
R0039,Salisbury Public House,Knightdale,Southern,119,2005,Active
R0039,Salisbury Public House,Knightdale,Food Truck,119,2005,Active
R0040,Oak Roasters,Raleigh,Bakery,51,2020,Active
R0040,Oak Roasters,Raleigh,Catering,51,2020,Active
R0040,Oak Roasters,Raleigh,Southern,51,2020,Active
R0040,Oak Roasters,Raleigh,Food Truck,51,2020,Active
R0040,Oak Roasters,Raleigh,Breakfast,51,2020,Active
R0041,Jones Kitchen,Holly Springs,Italian,51,1995,Active
R0041,Jones Kitchen,Holly Springs,Seafood,51,1995,Active
R0041,Jones Kitchen,Holly Springs,Thai,51,1995,Active
R0041,Jones Kitchen,Holly Springs,Delivery,51,1995,Active
R0041,Jones Kitchen,Holly Springs,Sports Bar,51,1995,Active
R0042,Brier Grill,Holly Springs,Halal,52,1986,Active
R0042,Brier Grill,Holly Springs,Italian,52,1986,Active
R0042,Brier Grill,Holly Springs,Catering,52,1986,Active
R0042,Brier Grill,Holly Springs,Vegan,52,1986,Active
R0042,Brier Grill,Holly Springs,Seafood,52,1986,Active
R0042,Brier Grill,Holly Springs,Food Truck,52,1986,Active
R0042,Brier Grill,Holly Springs,Pizza,52,1986,Active
R0042,Brier Grill,Holly Springs,Southern,52,1986,Active
R0043,Person Diner,Knightdale,Food Truck,30,1984,Pending
R0043,Person Diner,Knightdale,Vegan,30,1984,Pending
R0043,Person Diner,Knightdale,Pizza,30,1984,Pending
R0043,Person Diner,Knightdale,Late Night,30,1984,Pending
R0043,Person Diner,Knightdale,Delivery,30,1984,Pending
R0044,Harrington Cafe,Garner,Food Truck,41,1984,Active
R0044,Harrington Cafe,Garner,Vegan,41,1984,Active
R0044,Harrington Cafe,Garner,Catering,41,1984,Active
R0045,Wilmington Creamery,Wake Forest,Pizza,34,1976,Active
R0045,Wilmington Creamery,Wake Forest,Catering,34,1976,Active
R0045,Wilmington Creamery,Wake Forest,Italian,34,1976,Active
R0045,Wilmington Creamery,Wake Forest,Breakfast,34,1976,Active
R0045,Wilmington Creamery,Wake Forest,Coffee,34,1976,Active
R0045,Wilmington Creamery,Wake Forest,Vegetarian Options,34,1976,Active
R0046,Fayetteville Roasters,Apex,Coffee,26,1984,Active
R0046,Fayetteville Roasters,Apex,Food Truck,26,1984,Active
R0046,Fayetteville Roasters,Apex,Halal,26,1984,Active
R0046,Fayetteville Roasters,Apex,Catering,26,1984,Active
R0046,Fayetteville Roasters,Apex,Breakfast,26,1984,Active
R0046,Fayetteville Roasters,Apex,Thai,26,1984,Active
R0047,Pullen Table,Cary,Coffee,47,1979,Active
R0047,Pullen Table,Cary,Seafood,47,1979,Active
R0047,Pullen Table,Cary,Buffet,47,1979,Active
R0047,Pullen Table,Cary,Thai,47,1979,Active
R0047,Pullen Table,Cary,Vietnamese,47,1979,Active
R0047,Pullen Table,Cary,Sports Bar,47,1979,Active
R0048,Falls House,Fuquay-Varina,Thai,22,1989,Active
R0048,Falls House,Fuquay-Varina,Seafood,22,1989,Active
R0048,Falls House,Fuquay-Varina,Catering,22,1989,Active
R0048,Falls House,Fuquay-Varina,Buffet,22,1989,Active
R0048,Falls House,Fuquay-Varina,Coffee,22,1989,Active
R0048,Falls House,Fuquay-Varina,Italian,22,1989,Active
R0049,Hargett Deli,Raleigh,Italian,67,1991,Active
R0049,Hargett Deli,Raleigh,Southern,67,1991,Active
R0049,Hargett Deli,Raleigh,Breakfast,67,1991,Active
R0049,Hargett Deli,Raleigh,Seafood,67,1991,Active
R0049,Hargett Deli,Raleigh,Pizza,67,1991,Active
R0049,Hargett Deli,Raleigh,Vegetarian Options,67,1991,Active
R0049,Hargett Deli,Raleigh,Delivery,67,1991,Active
R0050,Tucker Kitchen,Holly Springs,Coffee,61,1975,Active
R0050,Tucker Kitchen,Holly Springs,Pizza,61,1975,Active
R0050,Tucker Kitchen,Holly Springs,Vietnamese,61,1975,Active
R0051,Pullen Room,Knightdale,Buffet,41,1976,Active
R0051,Pullen Room,Knightdale,Italian,41,1976,Active
R0052,Neuse Grill,Knightdale,Thai,19,1997,Active
R0052,Neuse Grill,Knightdale,Southern,19,1997,Active
R0052,Neuse Grill,Knightdale,Breakfast,19,1997,Active
R0053,Blount Fish Camp,Wake Forest,Bakery,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Catering,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Thai,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Mexican,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Halal,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Food Truck,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Delivery,26,1977,Active
R0053,Blount Fish Camp,Wake Forest,Buffet,26,1977,Active
R0054,Harrington Provisions,Raleigh,Breakfast,19,2022,Active
R0054,Harrington Provisions,Raleigh,Food Truck,19,2022,Active
R0055,Fayetteville Public House,Morrisville,Mexican,57,1976,Active
R0055,Fayetteville Public House,Morrisville,Catering,57,1976,Active
R0055,Fayetteville Public House,Morrisville,Vegan,57,1976,Active
R0056,Salisbury Creamery,Durham,Coffee,18,1986,Active
R0056,Salisbury Creamery,Durham,Buffet,18,1986,Active
R0056,Salisbury Creamery,Durham,Vietnamese,18,1986,Active
R0056,Salisbury Creamery,Durham,Thai,18,1986,Active
R0057,Neuse Trattoria,Holly Springs,Breakfast,126,1982,Active
R0057,Neuse Trattoria,Holly Springs,Coffee,126,1982,Active
R0057,Neuse Trattoria,Holly Springs,Pizza,126,1982,Active
R0057,Neuse Trattoria,Holly Springs,Seafood,126,1982,Active
R0058,Harrington Grill,Garner,Coffee,65,1994,Active
R0058,Harrington Grill,Garner,Catering,65,1994,Active
R0058,Harrington Grill,Garner,BBQ,65,1994,Active
R0058,Harrington Grill,Garner,Sports Bar,65,1994,Active
R0058,Harrington Grill,Garner,Halal,65,1994,Active
R0058,Harrington Grill,Garner,Southern,65,1994,Active
R0058,Harrington Grill,Garner,Breakfast,65,1994,Active
R0058,Harrington Grill,Garner,Pizza,65,1994,Active
R0059,Edenton Trattoria,Cary,Late Night,20,1994,Active
R0060,Cameron Taqueria,Holly Springs,Southern,76,1996,Active
R0060,Cameron Taqueria,Holly Springs,Sports Bar,76,1996,Active
R0060,Cameron Taqueria,Holly Springs,Thai,76,1996,Active
R0060,Cameron Taqueria,Holly Springs,Vegetarian Options,76,1996,Active
R0061,Boylan Room,Knightdale,BBQ,57,1995,Active
R0061,Boylan Room,Knightdale,Late Night,57,1995,Active
R0061,Boylan Room,Knightdale,Buffet,57,1995,Active
R0061,Boylan Room,Knightdale,Halal,57,1995,Active
R0061,Boylan Room,Knightdale,Vietnamese,57,1995,Active
R0062,Umstead Provisions,Garner,Italian,120,2016,Active
R0063,Crabtree Table,Knightdale,BBQ,123,2005,Active
R0063,Crabtree Table,Knightdale,Catering,123,2005,Active
R0063,Crabtree Table,Knightdale,Sports Bar,123,2005,Active
R0064,Glenwood Deli,Fuquay-Varina,Pizza,32,2016,Active
R0064,Glenwood Deli,Fuquay-Varina,Delivery,32,2016,Active
R0064,Glenwood Deli,Fuquay-Varina,Vegetarian Options,32,2016,Active
R0064,Glenwood Deli,Fuquay-Varina,Breakfast,32,2016,Active
R0065,Edenton Chophouse,Garner,Vegetarian Options,51,2008,Active
R0065,Edenton Chophouse,Garner,Catering,51,2008,Active
R0065,Edenton Chophouse,Garner,Seafood,51,2008,Active
R0065,Edenton Chophouse,Garner,Halal,51,2008,Active
R0065,Edenton Chophouse,Garner,Breakfast,51,2008,Active
R0065,Edenton Chophouse,Garner,Vietnamese,51,2008,Active
R0065,Edenton Chophouse,Garner,Food Truck,51,2008,Active
R0066,Cabarrus Room,Durham,Halal,23,2016,Active
R0066,Cabarrus Room,Durham,Food Truck,23,2016,Active
R0066,Cabarrus Room,Durham,Breakfast,23,2016,Active
R0066,Cabarrus Room,Durham,Southern,23,2016,Active
R0067,Bloodworth House,Apex,Italian,27,1993,Active
R0067,Bloodworth House,Apex,Sports Bar,27,1993,Active
R0067,Bloodworth House,Apex,Vegan,27,1993,Active
R0067,Bloodworth House,Apex,Pizza,27,1993,Active
R0068,Hargett Grill,Knightdale,Bakery,32,2008,Active
R0068,Hargett Grill,Knightdale,Italian,32,2008,Active
R0068,Hargett Grill,Knightdale,Late Night,32,2008,Active
R0068,Hargett Grill,Knightdale,Delivery,32,2008,Active
R0068,Hargett Grill,Knightdale,Seafood,32,2008,Active
R0069,Salisbury Provisions,Morrisville,Delivery,44,1995,Active
R0069,Salisbury Provisions,Morrisville,Vegetarian Options,44,1995,Active
R0069,Salisbury Provisions,Morrisville,Vietnamese,44,1995,Active
R0070,Cabarrus Kitchen,Fuquay-Varina,Bakery,71,1997,Active
R0070,Cabarrus Kitchen,Fuquay-Varina,Sports Bar,71,1997,Active
R0070,Cabarrus Kitchen,Fuquay-Varina,Buffet,71,1997,Active
R0070,Cabarrus Kitchen,Fuquay-Varina,BBQ,71,1997,Active
R0070,Cabarrus Kitchen,Fuquay-Varina,Late Night,71,1997,Active
R0071,Harrington Kitchen,Fuquay-Varina,Vegetarian Options,50,2000,Active
R0071,Harrington Kitchen,Fuquay-Varina,Vegan,50,2000,Active
R0071,Harrington Kitchen,Fuquay-Varina,Halal,50,2000,Active
R0071,Harrington Kitchen,Fuquay-Varina,Catering,50,2000,Active
R0071,Harrington Kitchen,Fuquay-Varina,Breakfast,50,2000,Active
R0071,Harrington Kitchen,Fuquay-Varina,Bakery,50,2000,Active
R0071,Harrington Kitchen,Fuquay-Varina,Buffet,50,2000,Active
R0072,Cabarrus Smokehouse,Holly Springs,Seafood,30,2013,Active
R0072,Cabarrus Smokehouse,Holly Springs,Pizza,30,2013,Active
R0072,Cabarrus Smokehouse,Holly Springs,Bakery,30,2013,Active
R0072,Cabarrus Smokehouse,Holly Springs,Sports Bar,30,2013,Active
R0073,Falls Taqueria,Wake Forest,Catering,26,2019,Active
R0074,Bloodworth Table,Wake Forest,Southern,84,2002,Active
R0074,Bloodworth Table,Wake Forest,Vegan,84,2002,Active
R0074,Bloodworth Table,Wake Forest,Coffee,84,2002,Active
R0074,Bloodworth Table,Wake Forest,Delivery,84,2002,Active
R0074,Bloodworth Table,Wake Forest,Pizza,84,2002,Active
R0074,Bloodworth Table,Wake Forest,Breakfast,84,2002,Active
R0075,Brier Table,Wake Forest,Bakery,67,1987,Active
R0075,Brier Table,Wake Forest,Sports Bar,67,1987,Active
R0075,Brier Table,Wake Forest,Coffee,67,1987,Active
R0076,Umstead Tavern,Cary,Seafood,56,2008,Active
R0076,Umstead Tavern,Cary,Vegan,56,2008,Active
R0076,Umstead Tavern,Cary,Catering,56,2008,Active
R0076,Umstead Tavern,Cary,Italian,56,2008,Active
R0076,Umstead Tavern,Cary,Southern,56,2008,Active
R0077,Peace Roasters,Raleigh,Buffet,125,2003,Active
R0077,Peace Roasters,Raleigh,Italian,125,2003,Active
R0077,Peace Roasters,Raleigh,Seafood,125,2003,Active
R0077,Peace Roasters,Raleigh,BBQ,125,2003,Active
R0077,Peace Roasters,Raleigh,Late Night,125,2003,Active
R0078,Glenwood Cafe,Fuquay-Varina,Halal,53,1975,Active
R0078,Glenwood Cafe,Fuquay-Varina,Vietnamese,53,1975,Active
R0078,Glenwood Cafe,Fuquay-Varina,Bakery,53,1975,Active
R0078,Glenwood Cafe,Fuquay-Varina,Coffee,53,1975,Active
R0078,Glenwood Cafe,Fuquay-Varina,BBQ,53,1975,Active
R0078,Glenwood Cafe,Fuquay-Varina,Sports Bar,53,1975,Active
R0079,Hargett Kitchen,Garner,Halal,43,2022,Active
R0079,Hargett Kitchen,Garner,Pizza,43,2022,Active
R0079,Hargett Kitchen,Garner,Thai,43,2022,Active
R0079,Hargett Kitchen,Garner,Italian,43,2022,Active
R0079,Hargett Kitchen,Garner,Delivery,43,2022,Active
R0079,Hargett Kitchen,Garner,Mexican,43,2022,Active
R0079,Hargett Kitchen,Garner,Vegan,43,2022,Active
R0079,Hargett Kitchen,Garner,BBQ,43,2022,Active
R0080,Morgan Roasters,Raleigh,Halal,133,1999,Active
R0081,Capital Cafe,Cary,Pizza,77,1981,Active
R0081,Capital Cafe,Cary,Sports Bar,77,1981,Active
R0081,Capital Cafe,Cary,Delivery,77,1981,Active
R0081,Capital Cafe,Cary,Seafood,77,1981,Active
R0082,Falls Bakery,Cary,Vietnamese,70,1993,Active
R0082,Falls Bakery,Cary,Food Truck,70,1993,Active
R0082,Falls Bakery,Cary,Thai,70,1993,Active
R0082,Falls Bakery,Cary,BBQ,70,1993,Active
R0082,Falls Bakery,Cary,Seafood,70,1993,Active
R0082,Falls Bakery,Cary,Coffee,70,1993,Active
R0083,Lenoir Canteen,Raleigh,Southern,214,1996,Active
R0083,Lenoir Canteen,Raleigh,Italian,214,1996,Active
R0083,Lenoir Canteen,Raleigh,Buffet,214,1996,Active
R0083,Lenoir Canteen,Raleigh,Delivery,214,1996,Active
R0083,Lenoir Canteen,Raleigh,Late Night,214,1996,Active
R0084,Hillsborough Bakery,Raleigh,Coffee,102,2002,Active
R0084,Hillsborough Bakery,Raleigh,Halal,102,2002,Active
R0084,Hillsborough Bakery,Raleigh,Italian,102,2002,Active
R0084,Hillsborough Bakery,Raleigh,Buffet,102,2002,Active
R0084,Hillsborough Bakery,Raleigh,Delivery,102,2002,Active
R0084,Hillsborough Bakery,Raleigh,Vegetarian Options,102,2002,Active
R0084,Hillsborough Bakery,Raleigh,Pizza,102,2002,Active
R0085,Umstead Diner,Morrisville,Coffee,48,1983,Active
R0085,Umstead Diner,Morrisville,Thai,48,1983,Active
R0085,Umstead Diner,Morrisville,Sports Bar,48,1983,Active
R0085,Umstead Diner,Morrisville,Vegan,48,1983,Active
R0085,Umstead Diner,Morrisville,Mexican,48,1983,Active
R0086,Peace Canteen,Wake Forest,Mexican,109,2017,Active
R0086,Peace Canteen,Wake Forest,Late Night,109,2017,Active
R0086,Peace Canteen,Wake Forest,Coffee,109,2017,Active
R0086,Peace Canteen,Wake Forest,Italian,109,2017,Active
R0086,Peace Canteen,Wake Forest,Bakery,109,2017,Active
R0086,Peace Canteen,Wake Forest,Seafood,109,2017,Active
R0087,Tucker Creamery,Morrisville,BBQ,25,1996,Active
R0087,Tucker Creamery,Morrisville,Catering,25,1996,Active
R0087,Tucker Creamery,Morrisville,Coffee,25,1996,Active
R0088,Capital Tavern,Apex,Halal,33,1998,Active
R0088,Capital Tavern,Apex,Food Truck,33,1998,Active
R0089,Edenton Canteen,Raleigh,Bakery,66,2013,Active
R0089,Edenton Canteen,Raleigh,BBQ,66,2013,Active
R0089,Edenton Canteen,Raleigh,Catering,66,2013,Active
R0089,Edenton Canteen,Raleigh,Halal,66,2013,Active
R0089,Edenton Canteen,Raleigh,Sports Bar,66,2013,Active
R0090,Hillsborough Bistro,Garner,Southern,44,1983,Active
R0090,Hillsborough Bistro,Garner,Pizza,44,1983,Active
R0090,Hillsborough Bistro,Garner,Buffet,44,1983,Active
R0090,Hillsborough Bistro,Garner,Vegetarian Options,44,1983,Active
R0090,Hillsborough Bistro,Garner,Catering,44,1983,Active
R0090,Hillsborough Bistro,Garner,Breakfast,44,1983,Active
R0091,Edenton House,Durham,Pizza,139,2019,Active
R0091,Edenton House,Durham,Bakery,139,2019,Active
R0091,Edenton House,Durham,Breakfast,139,2019,Active
R0091,Edenton House,Durham,Halal,139,2019,Active
R0092,Bloodworth Deli,Wake Forest,Vietnamese,66,1973,Active
R0093,Neuse Creamery,Raleigh,Seafood,129,2007,Active
R0093,Neuse Creamery,Raleigh,Coffee,129,2007,Active
R0093,Neuse Creamery,Raleigh,Pizza,129,2007,Active
R0093,Neuse Creamery,Raleigh,Catering,129,2007,Active
R0093,Neuse Creamery,Raleigh,BBQ,129,2007,Active
R0093,Neuse Creamery,Raleigh,Delivery,129,2007,Active
R0093,Neuse Creamery,Raleigh,Thai,129,2007,Active
